                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                  1.471,                 1.8837,                 1.6663,                0.54152,                0.46753,                0.48071,                0.25163,                 1.6716,                 1.9692,                 1.9344,               0.008911,               0.008911,               0.008911
                     13,                 1.4694,                  1.853,                  1.669,                0.63311,                0.52966,                0.56047,                0.29513,                 1.6492,                 1.8749,                 1.9236,               0.008812,               0.008812,               0.008812
                     14,                 1.4346,                 1.7947,                 1.6356,                0.61081,                0.48897,                0.54738,                0.28736,                 1.6996,                 2.0366,                 1.9853,               0.008713,               0.008713,               0.008713
                     15,                 1.4191,                 1.7545,                 1.6362,                0.63361,                0.52455,                0.56703,                0.31088,                 1.6561,                 1.8877,                 1.9433,               0.008614,               0.008614,               0.008614
                     16,                 1.3936,                 1.7343,                 1.6086,                0.67185,                0.53881,                 0.6005,                0.32165,                 1.5772,                 1.7358,                 1.8293,               0.008515,               0.008515,               0.008515
                     17,                 1.3975,                 1.6964,                 1.6102,                 0.6801,                0.53796,                0.60657,                0.32218,                  1.634,                 1.7938,                 1.8886,               0.008416,               0.008416,               0.008416
                     18,                 1.3823,                  1.657,                 1.5982,                0.73435,                0.54641,                0.66284,                0.35165,                 1.5825,                 1.6434,                 1.8503,               0.008317,               0.008317,               0.008317
                     19,                 1.3885,                 1.6635,                  1.614,                0.75629,                0.48766,                0.61537,                0.32495,                 1.5622,                 1.7814,                 1.8661,               0.008218,               0.008218,               0.008218
                     20,                 1.3638,                 1.6217,                  1.586,                0.71218,                0.58061,                0.64256,                0.34573,                 1.6478,                 1.7182,                 1.9331,               0.008119,               0.008119,               0.008119
                     21,                 1.3256,                 1.5714,                 1.5647,                0.74947,                0.58777,                0.67713,                0.39071,                 1.5616,                 1.5477,                 1.8166,                0.00802,                0.00802,                0.00802
                     22,                  1.352,                 1.5738,                  1.577,                0.68231,                0.62312,                0.68686,                0.39502,                 1.5551,                 1.5479,                 1.8376,               0.007921,               0.007921,               0.007921
                     23,                  1.343,                 1.5277,                 1.5503,                0.73992,                0.58704,                  0.668,                0.37632,                 1.5375,                  1.649,                 1.8383,               0.007822,               0.007822,               0.007822
                     24,                 1.3171,                  1.527,                 1.5484,                0.73539,                0.62466,                0.69782,                0.38245,                 1.5741,                 1.4843,                 1.8143,               0.007723,               0.007723,               0.007723
                     25,                 1.3021,                 1.5026,                  1.541,                0.69524,                0.58164,                0.64639,                0.36537,                 1.5907,                 1.6417,                 1.9132,               0.007624,               0.007624,               0.007624
                     26,                    1.3,                 1.4885,                 1.5337,                 0.7741,                0.62391,                0.72044,                 0.4034,                 1.5351,                  1.494,                 1.7962,               0.007525,               0.007525,               0.007525
                     27,                 1.2743,                 1.4523,                 1.5091,                0.68674,                0.65982,                0.71718,                0.40828,                 1.4873,                 1.5086,                 1.7602,               0.007426,               0.007426,               0.007426
                     28,                 1.2888,                 1.4653,                 1.5269,                0.71436,                0.61443,                0.69926,                0.41023,                 1.4812,                 1.4527,                 1.7479,               0.007327,               0.007327,               0.007327
                     29,                 1.2823,                 1.4152,                 1.5121,                0.73775,                0.60451,                0.71563,                0.41126,                  1.538,                 1.5436,                 1.7756,               0.007228,               0.007228,               0.007228
                     30,                 1.2683,                 1.3845,                 1.4918,                0.70416,                0.66791,                0.70483,                0.40476,                 1.5496,                 1.5276,                 1.8069,               0.007129,               0.007129,               0.007129
                     31,                 1.2634,                 1.4062,                  1.501,                0.77719,                0.59137,                0.70437,                0.42702,                 1.4451,                 1.3901,                 1.6846,                0.00703,                0.00703,                0.00703
                     32,                 1.2571,                 1.3717,                 1.4921,                0.75274,                0.69171,                0.76926,                0.43915,                 1.5212,                 1.2841,                 1.7613,               0.006931,               0.006931,               0.006931
                     33,                 1.2524,                 1.3282,                 1.4857,                0.79955,                0.64136,                0.74441,                0.43317,                 1.4866,                 1.3662,                 1.7264,               0.006832,               0.006832,               0.006832
                     34,                 1.2393,                 1.3265,                 1.4732,                0.81199,                0.65451,                0.75835,                0.45897,                 1.4035,                  1.338,                  1.675,               0.006733,               0.006733,               0.006733
                     35,                 1.2401,                  1.334,                 1.4851,                0.72148,                0.67999,                0.74929,                0.45619,                  1.405,                 1.2997,                 1.6844,               0.006634,               0.006634,               0.006634
                     36,                 1.2115,                 1.3086,                 1.4498,                0.75246,                0.70041,                0.76989,                0.47376,                  1.395,                 1.2834,                 1.6717,               0.006535,               0.006535,               0.006535
                     37,                 1.2031,                 1.3026,                 1.4513,                 0.7974,                0.65224,                0.77041,                0.46437,                 1.3825,                 1.2668,                  1.661,               0.006436,               0.006436,               0.006436
                     38,                 1.2047,                 1.2899,                 1.4572,                0.75352,                0.67655,                0.75323,                 0.4606,                 1.4276,                  1.199,                 1.6909,               0.006337,               0.006337,               0.006337
                     39,                 1.1878,                  1.254,                 1.4352,                0.74836,                0.69278,                0.76107,                0.46178,                 1.3977,                 1.3127,                 1.6709,               0.006238,               0.006238,               0.006238
                     40,                 1.1994,                 1.2645,                 1.4428,                0.77749,                0.66674,                0.76419,                0.45514,                 1.4054,                  1.329,                 1.6825,               0.006139,               0.006139,               0.006139
                     41,                 1.1931,                 1.2439,                 1.4371,                  0.778,                0.70331,                0.76928,                0.46776,                 1.4067,                 1.3162,                 1.6631,                0.00604,                0.00604,                0.00604
                     42,                 1.1754,                 1.2376,                 1.4327,                 0.7737,                0.68349,                0.78436,                0.47559,                 1.3949,                 1.2695,                 1.6499,               0.005941,               0.005941,               0.005941
                     43,                 1.1663,                 1.2224,                 1.4285,                0.81963,                0.69045,                0.79291,                0.48267,                 1.4106,                 1.2469,                 1.6685,               0.005842,               0.005842,               0.005842
                     44,                 1.1766,                 1.2269,                 1.4175,                0.77351,                0.66847,                0.77336,                0.47739,                 1.3781,                 1.2883,                 1.6352,               0.005743,               0.005743,               0.005743
                     45,                 1.1614,                 1.1989,                  1.412,                0.82481,                0.69173,                0.78445,                0.47533,                 1.4057,                 1.1969,                 1.6511,               0.005644,               0.005644,               0.005644
                     46,                 1.1573,                 1.1773,                 1.4137,                0.79068,                0.70247,                0.79536,                0.49545,                 1.3724,                 1.2387,                 1.6281,               0.005545,               0.005545,               0.005545
                     47,                  1.158,                 1.1806,                 1.4072,                0.83622,                0.68179,                0.80046,                0.49067,                 1.3678,                 1.2105,                 1.6073,               0.005446,               0.005446,               0.005446
                     48,                 1.1377,                 1.1524,                 1.4035,                0.82568,                0.69951,                0.79205,                0.49494,                 1.3641,                 1.2521,                 1.6234,               0.005347,               0.005347,               0.005347
                     49,                 1.1329,                 1.1615,                 1.4026,                0.83667,                0.69041,                0.79778,                0.49697,                 1.3785,                 1.2685,                 1.6362,               0.005248,               0.005248,               0.005248
                     50,                 1.1274,                 1.1472,                 1.3928,                0.79922,                0.72924,                0.79945,                0.48813,                 1.4059,                 1.2092,                 1.6539,               0.005149,               0.005149,               0.005149
                     51,                 1.1238,                 1.1155,                 1.3838,                0.82567,                0.68662,                0.79745,                0.48958,                 1.3637,                 1.2415,                  1.627,                0.00505,                0.00505,                0.00505
                     52,                 1.1157,                 1.1211,                 1.3916,                0.86188,                0.70562,                0.80352,                0.49998,                 1.3959,                 1.1768,                 1.6264,               0.004951,               0.004951,               0.004951
                     53,                 1.1161,                 1.1057,                 1.3731,                0.80031,                0.68869,                0.78603,                0.48945,                 1.3736,                 1.1946,                 1.6359,               0.004852,               0.004852,               0.004852
                     54,                 1.1024,                 1.0719,                 1.3753,                0.79597,                0.70468,                0.80377,                 0.5025,                  1.354,                 1.1457,                 1.5903,               0.004753,               0.004753,               0.004753
                     55,                 1.0922,                 1.0802,                 1.3598,                0.81137,                  0.752,                0.81791,                 0.5177,                 1.3456,                 1.1455,                  1.614,               0.004654,               0.004654,               0.004654
                     56,                 1.1064,                 1.0787,                 1.3716,                0.87266,                0.72233,                0.82663,                0.52428,                 1.3372,                 1.1044,                 1.5909,               0.004555,               0.004555,               0.004555
                     57,                 1.0826,                 1.0612,                 1.3586,                0.86015,                 0.7172,                0.82034,                0.51719,                 1.3248,                 1.0973,                 1.5791,               0.004456,               0.004456,               0.004456
                     58,                   1.07,                 1.0438,                 1.3434,                0.86696,                0.73214,                0.82751,                0.51116,                 1.3824,                 1.1239,                 1.6161,               0.004357,               0.004357,               0.004357
                     59,                 1.0892,                 1.0556,                 1.3559,                0.82147,                0.75161,                0.81861,                0.51826,                 1.3532,                 1.1283,                 1.5803,               0.004258,               0.004258,               0.004258
                     60,                 1.0832,                 1.0493,                 1.3424,                0.86678,                0.71697,                0.82465,                0.51743,                 1.3463,                 1.0875,                 1.5953,               0.004159,               0.004159,               0.004159
                     61,                 1.0607,                 1.0174,                 1.3309,                0.83177,                0.73898,                0.82434,                0.52069,                 1.3191,                 1.1374,                 1.5698,                0.00406,                0.00406,                0.00406
                     62,                 1.0651,                 1.0126,                 1.3402,                 0.7768,                0.78469,                0.83363,                0.52388,                 1.3568,                 1.1035,                 1.5876,               0.003961,               0.003961,               0.003961
                     63,                  1.068,                 1.0404,                 1.3381,                0.77105,                0.76463,                0.82897,                0.51356,                 1.3547,                 1.0708,                 1.5795,               0.003862,               0.003862,               0.003862
                     64,                 1.0673,                 1.0212,                  1.337,                0.79863,                0.75207,                0.82555,                0.51967,                 1.3472,                 1.1151,                 1.5902,               0.003763,               0.003763,               0.003763
                     65,                 1.0431,                0.98761,                 1.3213,                0.87596,                0.74071,                0.83504,                0.54222,                 1.3385,                 1.0641,                 1.5819,               0.003664,               0.003664,               0.003664
                     66,                 1.0494,                0.99046,                 1.3209,                0.84442,                0.77375,                0.84149,                0.54429,                 1.2797,                 1.0562,                  1.528,               0.003565,               0.003565,               0.003565
                     67,                 1.0375,                0.96169,                 1.3092,                0.84112,                0.77492,                0.84336,                0.54045,                 1.2959,                 1.0392,                  1.542,               0.003466,               0.003466,               0.003466
                     68,                 1.0402,                0.98629,                 1.3167,                0.85409,                0.77249,                0.85131,                0.54404,                 1.3204,                 1.0305,                 1.5731,               0.003367,               0.003367,               0.003367
                     69,                  1.008,                0.96481,                 1.3033,                0.88169,                 0.7488,                0.86237,                0.54906,                 1.2984,                 1.0314,                 1.5451,               0.003268,               0.003268,               0.003268
                     70,                 1.0096,                 0.9559,                 1.2996,                0.86507,                0.74965,                 0.8593,                0.54131,                 1.2947,                 1.0557,                 1.5434,               0.003169,               0.003169,               0.003169
                     71,                 1.0105,                0.96009,                 1.3009,                0.89938,                0.75063,                0.85515,                0.55399,                 1.3028,                 1.0926,                 1.5468,                0.00307,                0.00307,                0.00307
                     72,                 1.0157,                0.94784,                 1.2962,                0.86688,                0.75291,                0.85003,                0.53842,                  1.303,                 1.0966,                 1.5634,               0.002971,               0.002971,               0.002971
                     73,                0.99657,                0.91516,                 1.2843,                0.85234,                0.74895,                0.83213,                0.53983,                 1.2851,                 1.0711,                 1.5497,               0.002872,               0.002872,               0.002872
                     74,                0.99813,                0.92817,                 1.2764,                0.81809,                0.77308,                0.84182,                0.53181,                 1.2902,                 1.0747,                 1.5493,               0.002773,               0.002773,               0.002773
                     75,                0.98249,                0.90791,                 1.2805,                0.88837,                0.73473,                0.84869,                0.54016,                 1.2987,                 1.0535,                 1.5554,               0.002674,               0.002674,               0.002674
                     76,                0.99023,                 0.9295,                 1.2868,                0.87264,                0.76428,                0.84731,                0.54523,                 1.3154,                 1.0334,                 1.5652,               0.002575,               0.002575,               0.002575
                     77,                0.96163,                0.89191,                 1.2603,                0.87584,                0.75683,                0.84985,                0.56052,                 1.2569,                 1.0388,                 1.5228,               0.002476,               0.002476,               0.002476
                     78,                0.99099,                0.90561,                 1.2748,                0.90496,                0.74348,                 0.8574,                0.55571,                 1.2651,                0.98662,                 1.5169,               0.002377,               0.002377,               0.002377
                     79,                0.97336,                0.90608,                 1.2687,                0.88988,                0.75778,                0.86242,                0.55815,                 1.2738,                 1.0145,                 1.5264,               0.002278,               0.002278,               0.002278
                     80,                0.95018,                0.86189,                 1.2625,                0.84834,                0.79316,                0.86208,                0.56194,                 1.2734,                 1.0021,                 1.5021,               0.002179,               0.002179,               0.002179
                     81,                 0.9543,                 0.8566,                 1.2512,                0.89598,                0.75802,                0.85903,                0.55626,                 1.2785,                0.99929,                 1.5402,                0.00208,                0.00208,                0.00208
                     82,                0.95861,                0.85249,                 1.2426,                0.87987,                0.76307,                0.85574,                0.55716,                 1.2804,                  1.029,                 1.5332,               0.001981,               0.001981,               0.001981
                     83,                0.94172,                0.84291,                 1.2404,                 0.8814,                0.77683,                0.85978,                0.55899,                 1.2824,                 1.0213,                 1.5464,               0.001882,               0.001882,               0.001882
                     84,                0.95008,                0.84864,                 1.2491,                0.91049,                0.76126,                0.86467,                0.56446,                 1.2754,                 1.0159,                 1.5451,               0.001783,               0.001783,               0.001783
                     85,                0.92564,                0.83519,                 1.2367,                0.88074,                0.77024,                0.85693,                0.55657,                 1.2579,                0.99848,                  1.517,               0.001684,               0.001684,               0.001684
                     86,                0.94063,                0.85362,                 1.2474,                0.89109,                 0.7936,                0.87244,                0.56444,                 1.2706,                 1.0039,                 1.5207,               0.001585,               0.001585,               0.001585
                     87,                0.92895,                 0.8328,                 1.2368,                0.87379,                0.77333,                0.86304,                0.56258,                 1.2668,                 1.0327,                 1.5271,               0.001486,               0.001486,               0.001486
                     88,                0.92593,                0.82128,                 1.2304,                0.88286,                 0.7717,                0.86684,                0.56964,                 1.2564,                0.98634,                 1.5365,               0.001387,               0.001387,               0.001387
                     89,                0.92558,                0.82191,                 1.2335,                0.92258,                0.77204,                0.86664,                0.56104,                 1.2772,                0.99928,                 1.5594,               0.001288,               0.001288,               0.001288
                     90,                0.87697,                0.66169,                 1.2253,                0.90286,                0.77563,                0.86536,                0.56074,                 1.2792,                0.98752,                 1.5704,               0.001189,               0.001189,               0.001189
                     91,                0.86401,                0.63497,                 1.2192,                0.87731,                0.78431,                0.86077,                0.56239,                 1.2444,                 0.9666,                 1.5411,                0.00109,                0.00109,                0.00109
                     92,                0.85723,                0.60914,                 1.2093,                 0.8935,                0.79365,                0.86736,                0.56303,                 1.2553,                 0.9528,                 1.5278,               0.000991,               0.000991,               0.000991
                     93,                0.83688,                0.59287,                  1.191,                0.89464,                0.78602,                0.86467,                0.56775,                 1.2465,                0.95932,                  1.535,               0.000892,               0.000892,               0.000892
                     94,                0.83747,                0.58113,                 1.1857,                0.88026,                0.78373,                0.86365,                0.56412,                 1.2331,                0.93729,                  1.518,               0.000793,               0.000793,               0.000793
                     95,                0.83146,                0.58185,                 1.1912,                0.87358,                0.80677,                0.87098,                0.57062,                 1.2457,                0.93809,                 1.5146,               0.000694,               0.000694,               0.000694
                     96,                0.80889,                0.56632,                 1.1728,                0.87627,                0.79691,                0.86416,                0.57188,                 1.2319,                0.92193,                 1.5146,               0.000595,               0.000595,               0.000595
                     97,                 0.8134,                0.56031,                 1.1684,                0.91826,                0.76506,                0.86949,                0.57428,                  1.221,                0.92429,                 1.5155,               0.000496,               0.000496,               0.000496
                     98,                0.79855,                0.55846,                 1.1681,                0.89626,                0.79733,                0.87053,                0.57361,                 1.2345,                0.93081,                 1.5137,               0.000397,               0.000397,               0.000397
                     99,                0.79207,                 0.5566,                 1.1542,                0.87911,                0.79772,                0.87109,                0.57384,                 1.2295,                0.92964,                 1.5163,               0.000298,               0.000298,               0.000298
