                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     18,                 1.4467,                 1.8139,                 1.6327,                0.62141,                0.50456,                0.55101,                0.29692,                 1.6926,                 1.8919,                 1.9871,               0.009604,               0.009604,               0.009604
                     19,                 1.4428,                 1.7729,                 1.6313,                 0.6192,                0.53442,                0.59917,                0.31132,                  1.676,                 1.7604,                 1.9474,              0.0095793,              0.0095793,              0.0095793
                     20,                  1.419,                 1.7427,                 1.6181,                0.60968,                0.54177,                0.59526,                0.32403,                 1.6282,                  1.799,                 1.9095,              0.0095545,              0.0095545,              0.0095545
                     21,                 1.4094,                 1.7279,                 1.6116,                0.63567,                0.57349,                0.61819,                 0.3352,                 1.6311,                 1.7142,                 1.9396,              0.0095298,              0.0095298,              0.0095298
                     22,                 1.3887,                 1.6951,                 1.6042,                0.70438,                0.58929,                 0.6575,                0.36078,                 1.5549,                 1.6657,                 1.8385,               0.009505,               0.009505,               0.009505
                     23,                 1.3881,                  1.698,                 1.6086,                0.62075,                0.52781,                0.59714,                 0.3318,                 1.6201,                 1.8059,                 1.8654,              0.0094803,              0.0094803,              0.0094803
                     24,                 1.3642,                 1.6473,                 1.5884,                0.71914,                0.54275,                0.65873,                0.35374,                 1.5644,                 1.7037,                 1.8234,              0.0094555,              0.0094555,              0.0094555
                     25,                 1.3875,                 1.6878,                 1.5987,                 0.5624,                0.55429,                0.58491,                0.33363,                 1.5846,                 1.7398,                   1.87,              0.0094307,              0.0094307,              0.0094307
                     26,                  1.365,                 1.6298,                 1.5742,                0.70976,                0.56401,                0.64491,                0.37164,                 1.5627,                 1.5876,                 1.8385,               0.009406,               0.009406,               0.009406
                     27,                 1.3434,                 1.5881,                 1.5729,                0.71173,                0.58495,                0.66396,                0.36901,                 1.5073,                 1.5723,                 1.7826,              0.0093813,              0.0093813,              0.0093813
                     28,                 1.3305,                 1.5709,                 1.5546,                0.74437,                0.57121,                0.65254,                0.37184,                 1.5779,                 1.7016,                  1.871,              0.0093565,              0.0093565,              0.0093565
                     29,                 1.3459,                 1.5904,                  1.562,                0.68431,                0.54482,                 0.6404,                 0.3612,                 1.5531,                 1.6605,                 1.7999,              0.0093317,              0.0093317,              0.0093317
                     30,                 1.3195,                 1.5285,                 1.5362,                0.73186,                0.61102,                0.67985,                0.38307,                 1.5654,                 1.5678,                 1.8007,               0.009307,               0.009307,               0.009307
                     31,                 1.3328,                 1.5557,                 1.5555,                0.72081,                0.61943,                 0.6936,                 0.3961,                 1.4958,                 1.5058,                 1.7703,              0.0092823,              0.0092823,              0.0092823
                     32,                 1.3118,                 1.5285,                 1.5288,                0.71434,                0.64323,                0.70384,                0.40306,                 1.5372,                 1.4947,                 1.7754,              0.0092575,              0.0092575,              0.0092575
                     33,                 1.3135,                 1.5249,                  1.543,                0.75345,                0.58869,                0.67573,                0.39026,                 1.5299,                 1.5645,                 1.7963,              0.0092327,              0.0092327,              0.0092327
                     34,                 1.3129,                 1.4804,                 1.5201,                0.75298,                0.58303,                0.67587,                0.37065,                 1.5826,                 1.5736,                 1.8342,               0.009208,               0.009208,               0.009208
                     35,                  1.291,                 1.4605,                 1.5091,                0.72928,                0.59749,                0.67258,                0.38925,                 1.4843,                 1.5512,                 1.7841,              0.0091833,              0.0091833,              0.0091833
                     36,                 1.2893,                 1.4495,                 1.5034,                0.73978,                0.63176,                0.70264,                0.42662,                 1.4325,                 1.4142,                 1.7155,              0.0091585,              0.0091585,              0.0091585
                     37,                 1.2861,                 1.4528,                 1.5057,                0.71457,                0.60745,                0.68458,                0.39817,                 1.5085,                 1.4634,                  1.762,              0.0091337,              0.0091337,              0.0091337
                     38,                  1.281,                 1.4287,                 1.4982,                0.79297,                0.63913,                0.72865,                0.40614,                 1.5164,                 1.4786,                 1.7523,               0.009109,               0.009109,               0.009109
                     39,                 1.2699,                  1.449,                 1.5081,                0.71433,                0.62609,                0.68989,                0.40771,                 1.4384,                    1.5,                 1.7221,              0.0090843,              0.0090843,              0.0090843
                     40,                 1.2739,                 1.4067,                 1.4972,                0.77732,                0.63376,                0.71693,                0.42098,                 1.5694,                 1.4294,                  1.832,              0.0090595,              0.0090595,              0.0090595
                     41,                 1.2572,                 1.3684,                 1.4895,                0.71491,                0.63027,                0.70405,                0.39427,                 1.5268,                 1.4441,                 1.7951,              0.0090347,              0.0090347,              0.0090347
                     42,                 1.2485,                 1.3698,                 1.4803,                0.78274,                0.65261,                0.74747,                0.42762,                 1.5207,                 1.4273,                 1.7346,                0.00901,                0.00901,                0.00901
                     43,                 1.2534,                 1.3837,                 1.4906,                0.80789,                0.64659,                0.75991,                0.44307,                 1.4575,                 1.3433,                  1.721,              0.0089853,              0.0089853,              0.0089853
                     44,                 1.2396,                 1.3712,                 1.4769,                0.71833,                0.65819,                0.72375,                0.43315,                 1.4819,                 1.4316,                 1.7427,              0.0089605,              0.0089605,              0.0089605
                     45,                 1.2415,                 1.3655,                 1.4642,                0.75853,                0.65548,                0.71715,                0.42378,                 1.5233,                 1.4351,                 1.7745,              0.0089358,              0.0089358,              0.0089358
                     46,                 1.2324,                 1.3076,                 1.4547,                0.69447,                0.69122,                0.73381,                0.43248,                 1.5057,                 1.3319,                 1.7198,               0.008911,               0.008911,               0.008911
                     47,                 1.2509,                 1.3502,                 1.4717,                0.74946,                0.66806,                0.73815,                0.43118,                 1.4362,                  1.302,                 1.7093,              0.0088863,              0.0088863,              0.0088863
                     48,                 1.2113,                 1.3025,                 1.4438,                0.76383,                0.66098,                0.75121,                0.44791,                 1.4253,                 1.3138,                 1.6647,              0.0088615,              0.0088615,              0.0088615
                     49,                 1.2076,                 1.2903,                 1.4411,                0.78453,                0.60377,                0.71766,                0.42708,                 1.4738,                 1.3682,                 1.7195,              0.0088368,              0.0088368,              0.0088368
                     50,                 1.2265,                 1.3122,                 1.4595,                0.73942,                0.70045,                0.76176,                0.45066,                 1.4405,                   1.24,                  1.704,               0.008812,               0.008812,               0.008812
                     51,                 1.2259,                 1.3093,                 1.4475,                0.80344,                0.71494,                0.78093,                 0.4627,                 1.4481,                 1.2696,                 1.7107,              0.0087872,              0.0087872,              0.0087872
                     52,                 1.1986,                 1.2529,                 1.4411,                 0.8233,                0.68706,                0.77361,                0.45904,                   1.45,                 1.2682,                 1.6997,              0.0087625,              0.0087625,              0.0087625
                     53,                 1.2147,                 1.2866,                 1.4454,                 0.7911,                0.67586,                0.75211,                0.44936,                 1.4396,                 1.2475,                 1.6828,              0.0087378,              0.0087378,              0.0087378
                     54,                 1.2104,                  1.281,                 1.4526,                0.77089,                0.68719,                0.76988,                0.46107,                 1.4434,                 1.2729,                 1.7138,               0.008713,               0.008713,               0.008713
                     55,                 1.1967,                 1.2711,                  1.425,                0.80982,                0.65834,                0.75413,                0.44922,                 1.4153,                 1.2894,                 1.6713,              0.0086882,              0.0086882,              0.0086882
                     56,                 1.1846,                 1.2353,                 1.4291,                0.78855,                0.68867,                0.75808,                0.43825,                 1.4704,                 1.3681,                 1.7094,              0.0086635,              0.0086635,              0.0086635
                     57,                  1.187,                 1.2575,                 1.4291,                0.79228,                0.69276,                0.78572,                 0.4629,                 1.4626,                 1.2321,                 1.7225,              0.0086388,              0.0086388,              0.0086388
                     58,                 1.1743,                 1.2346,                 1.4129,                0.77386,                0.70918,                0.77323,                  0.474,                 1.3719,                 1.2178,                 1.6133,               0.008614,               0.008614,               0.008614
                     59,                 1.1647,                 1.2056,                 1.4022,                0.78759,                0.71575,                 0.7845,                0.47399,                  1.437,                 1.2501,                 1.7031,              0.0085893,              0.0085893,              0.0085893
                     60,                 1.1712,                 1.2057,                 1.4207,                0.75791,                0.73039,                0.77775,                0.48474,                 1.3667,                 1.2155,                 1.6316,              0.0085645,              0.0085645,              0.0085645
                     61,                 1.1544,                 1.2024,                 1.4127,                0.82653,                0.71297,                0.80636,                0.49155,                 1.3797,                 1.1893,                 1.6258,              0.0085398,              0.0085398,              0.0085398
                     62,                 1.1589,                 1.1794,                 1.4116,                0.82157,                0.69319,                0.78193,                0.47268,                 1.4431,                 1.2715,                 1.6924,               0.008515,               0.008515,               0.008515
                     63,                 1.1641,                 1.1864,                 1.4012,                0.82497,                 0.6762,                0.78066,                0.47104,                 1.4109,                   1.22,                 1.6674,              0.0084903,              0.0084903,              0.0084903
                     64,                 1.1469,                 1.1752,                 1.4011,                0.82902,                0.67348,                0.77924,                0.48299,                 1.4169,                 1.2694,                 1.6404,              0.0084655,              0.0084655,              0.0084655
                     65,                 1.1548,                 1.1839,                 1.4005,                0.82166,                 0.6773,                0.76903,                0.45437,                 1.4616,                 1.2505,                 1.6758,              0.0084408,              0.0084408,              0.0084408
                     66,                 1.1607,                 1.1587,                 1.3968,                0.82313,                0.67642,                0.77861,                 0.4755,                 1.3854,                 1.2293,                 1.6274,               0.008416,               0.008416,               0.008416
                     67,                 1.1586,                 1.2002,                 1.3965,                0.80963,                0.67117,                0.77925,                 0.4634,                 1.4706,                 1.3017,                 1.6988,              0.0083913,              0.0083913,              0.0083913
                     68,                 1.1438,                 1.1733,                 1.3907,                0.78566,                0.71162,                0.77918,                0.46123,                 1.4588,                 1.2785,                 1.7163,              0.0083665,              0.0083665,              0.0083665
                     69,                 1.1412,                 1.1528,                  1.395,                0.83305,                0.70132,                0.78644,                0.48246,                 1.4219,                 1.2023,                 1.6421,              0.0083418,              0.0083418,              0.0083418
                     70,                 1.1515,                 1.1702,                 1.3966,                0.84236,                0.65859,                0.78472,                 0.4756,                 1.3923,                  1.191,                 1.6324,               0.008317,               0.008317,               0.008317
                     71,                 1.1304,                  1.151,                 1.3794,                0.86794,                0.66999,                0.79956,                0.49664,                  1.386,                  1.152,                 1.6387,              0.0082922,              0.0082922,              0.0082922
                     72,                 1.1254,                 1.1213,                 1.3854,                0.85131,                0.66881,                0.79076,                0.48735,                 1.3835,                 1.2117,                 1.6184,              0.0082675,              0.0082675,              0.0082675
                     73,                 1.1233,                  1.107,                 1.3726,                0.81749,                 0.7099,                0.78422,                0.47878,                 1.3784,                 1.1964,                 1.6034,              0.0082428,              0.0082428,              0.0082428
                     74,                 1.1373,                 1.1472,                 1.3903,                0.77456,                0.70326,                0.78219,                 0.4912,                 1.3636,                 1.2026,                 1.6009,               0.008218,               0.008218,               0.008218
                     75,                 1.1245,                 1.0999,                 1.3765,                0.82176,                0.70085,                0.79055,                0.49178,                 1.3873,                 1.2056,                 1.6143,              0.0081932,              0.0081932,              0.0081932
                     76,                  1.112,                 1.0959,                  1.368,                0.77508,                0.69575,                0.76948,                0.46265,                 1.3904,                 1.2474,                  1.637,              0.0081685,              0.0081685,              0.0081685
                     77,                 1.1187,                 1.1159,                  1.367,                0.83174,                0.72833,                0.79813,                0.48704,                 1.3562,                 1.1448,                 1.5981,              0.0081437,              0.0081437,              0.0081437
                     78,                 1.1212,                 1.1058,                 1.3721,                0.81792,                0.70335,                0.80209,                0.48877,                 1.3643,                 1.1367,                 1.6245,               0.008119,               0.008119,               0.008119
                     79,                 1.1352,                 1.1332,                  1.373,                0.81393,                0.75231,                0.82376,                0.49261,                 1.4239,                 1.2104,                 1.6535,              0.0080942,              0.0080942,              0.0080942
                     80,                 1.1043,                 1.0922,                  1.367,                0.81441,                   0.68,                0.78155,                0.48507,                 1.3828,                 1.1416,                 1.6262,              0.0080695,              0.0080695,              0.0080695
                     81,                 1.0994,                 1.0826,                 1.3578,                 0.8307,                0.69905,                0.79597,                0.47916,                 1.4043,                 1.1605,                 1.6175,              0.0080447,              0.0080447,              0.0080447
                     82,                 1.1156,                 1.0968,                 1.3695,                 0.8414,                0.69294,                0.78836,                0.49976,                 1.3769,                 1.1211,                 1.6057,                0.00802,                0.00802,                0.00802
                     83,                 1.0992,                 1.0736,                 1.3531,                0.82451,                0.72192,                0.80037,                0.49369,                 1.4155,                 1.2275,                 1.6209,              0.0079953,              0.0079953,              0.0079953
                     84,                 1.1011,                 1.0769,                 1.3598,                0.81179,                0.74457,                0.80797,                0.48972,                 1.4017,                 1.1389,                 1.6558,              0.0079705,              0.0079705,              0.0079705
                     85,                 1.0848,                 1.0669,                 1.3404,                0.85053,                0.65947,                0.78261,                0.47855,                 1.3855,                 1.0998,                 1.6334,              0.0079457,              0.0079457,              0.0079457
                     86,                 1.0989,                 1.0685,                 1.3578,                0.84986,                0.71076,                0.79146,                0.48995,                 1.3875,                  1.211,                 1.6096,               0.007921,               0.007921,               0.007921
                     87,                 1.0724,                 1.0514,                  1.339,                0.82027,                0.71092,                0.80399,                0.49223,                 1.4146,                 1.1805,                 1.6499,              0.0078963,              0.0078963,              0.0078963
                     88,                 1.1015,                 1.0355,                 1.3445,                0.83377,                0.69284,                0.79825,                0.50722,                 1.3562,                 1.1861,                  1.603,              0.0078715,              0.0078715,              0.0078715
                     89,                  1.095,                 1.0523,                 1.3411,                0.81342,                0.68932,                0.80073,                0.49779,                 1.3631,                 1.1917,                 1.6023,              0.0078467,              0.0078467,              0.0078467
                     90,                 1.0836,                 1.0598,                 1.3399,                0.79586,                 0.7286,                0.79692,                0.49112,                 1.3712,                 1.2058,                 1.6185,               0.007822,               0.007822,               0.007822
                     91,                 1.0935,                  1.037,                 1.3399,                0.81044,                0.72172,                0.79959,                0.49163,                 1.3919,                 1.1414,                 1.6252,              0.0077973,              0.0077973,              0.0077973
                     92,                 1.0603,                 1.0289,                 1.3217,                0.85002,                0.73112,                0.82067,                0.50485,                  1.362,                 1.1515,                 1.5981,              0.0077725,              0.0077725,              0.0077725
                     93,                 1.0736,                 1.0368,                 1.3362,                0.81552,                0.73165,                0.80403,                0.48976,                 1.3921,                 1.1751,                 1.6306,              0.0077478,              0.0077478,              0.0077478
                     94,                   1.07,                 1.0134,                 1.3154,                0.84775,                0.72967,                0.82038,                0.51574,                 1.3446,                 1.0674,                 1.5894,               0.007723,               0.007723,               0.007723
                     95,                 1.0904,                 1.0507,                 1.3442,                0.80931,                0.71847,                 0.8099,                 0.5124,                 1.3419,                 1.1504,                 1.5859,              0.0076983,              0.0076983,              0.0076983
                     96,                  1.062,                 1.0228,                 1.3227,                0.87394,                 0.7036,                0.83684,                0.51183,                 1.3571,                 1.0939,                 1.5988,              0.0076735,              0.0076735,              0.0076735
                     97,                 1.0667,                 1.0136,                 1.3277,                0.83793,                0.74393,                0.81365,                0.51531,                 1.3273,                 1.1073,                 1.5858,              0.0076488,              0.0076488,              0.0076488
                     98,                 1.0555,                  1.001,                 1.3171,                0.80358,                0.74788,                0.80808,                0.51461,                 1.3109,                 1.1341,                 1.5667,               0.007624,               0.007624,               0.007624
                     99,                 1.0599,                 0.9912,                  1.315,                0.83488,                0.72573,                0.81145,                0.50985,                 1.3331,                 1.1167,                 1.5699,              0.0075993,              0.0075993,              0.0075993
                    100,                 1.0629,                0.99814,                 1.3171,                0.82626,                0.74456,                0.82178,                0.50932,                 1.3592,                  1.144,                 1.6073,              0.0075745,              0.0075745,              0.0075745
                    101,                 1.0686,                0.98214,                 1.3216,                0.86166,                0.69339,                 0.8198,                0.52287,                 1.3077,                 1.1448,                 1.5519,              0.0075498,              0.0075498,              0.0075498
                    102,                 1.0528,                0.99088,                 1.3095,                0.87607,                0.71809,                0.82387,                0.50451,                 1.3583,                 1.1114,                 1.5865,               0.007525,               0.007525,               0.007525
                    103,                 1.0567,                 1.0013,                 1.3139,                0.84161,                0.72537,                0.81713,                0.50868,                 1.3448,                  1.199,                 1.5872,              0.0075003,              0.0075003,              0.0075003
                    104,                 1.0487,                0.95855,                 1.3091,                0.84146,                0.74993,                0.82961,                0.52203,                 1.3436,                  1.052,                 1.5884,              0.0074755,              0.0074755,              0.0074755
                    105,                 1.0506,                0.99769,                 1.3158,                0.84762,                0.76564,                0.83705,                0.53046,                 1.3293,                 1.1124,                 1.5735,              0.0074507,              0.0074507,              0.0074507
                    106,                 1.0509,                0.96945,                 1.3074,                0.83671,                0.76173,                0.82231,                0.51177,                 1.3327,                 1.1375,                 1.5716,               0.007426,               0.007426,               0.007426
                    107,                 1.0457,                 0.9761,                 1.3133,                0.87085,                0.73324,                0.82808,                0.52186,                 1.3581,                 1.1133,                  1.601,              0.0074013,              0.0074013,              0.0074013
                    108,                 1.0416,                0.99077,                 1.3055,                0.86271,                0.73233,                0.83281,                0.52776,                 1.3315,                 1.0577,                 1.5726,              0.0073765,              0.0073765,              0.0073765
                    109,                 1.0302,                  0.955,                 1.2887,                 0.8007,                0.77343,                0.83047,                0.52711,                 1.3535,                 1.0654,                 1.5986,              0.0073517,              0.0073517,              0.0073517
                    110,                   1.02,                0.95185,                 1.2894,                0.85402,                0.73959,                0.84252,                0.52511,                 1.3253,                0.98784,                 1.5561,               0.007327,               0.007327,               0.007327
                    111,                 1.0382,                 0.9511,                  1.299,                0.85117,                0.73599,                0.81919,                0.51726,                 1.3543,                 1.0712,                 1.5981,              0.0073023,              0.0073023,              0.0073023
                    112,                 1.0488,                0.97805,                 1.3047,                0.83784,                0.73091,                0.82224,                0.50411,                 1.3706,                 1.0514,                 1.5777,              0.0072775,              0.0072775,              0.0072775
                    113,                 1.0275,                0.93263,                 1.2921,                0.83405,                0.75131,                0.83117,                 0.5279,                 1.3507,                 1.0164,                 1.5938,              0.0072527,              0.0072527,              0.0072527
                    114,                   1.02,                0.92026,                  1.284,                0.87448,                0.73715,                0.83946,                0.53768,                 1.3135,                0.98335,                 1.5475,               0.007228,               0.007228,               0.007228
                    115,                 1.0214,                0.93968,                 1.2929,                0.79769,                0.75213,                0.82649,                0.52927,                 1.3224,                0.99794,                 1.5681,              0.0072033,              0.0072033,              0.0072033
                    116,                 1.0179,                0.93862,                 1.2931,                0.85284,                 0.7301,                0.82881,                0.51977,                 1.3516,                0.99394,                 1.5962,              0.0071785,              0.0071785,              0.0071785
                    117,                 1.0211,                0.93379,                  1.296,                0.88063,                0.69797,                0.82194,                0.52372,                 1.3242,                 1.0596,                 1.5554,              0.0071538,              0.0071538,              0.0071538
                    118,                 1.0292,                0.95309,                 1.2945,                0.81188,                0.78243,                0.83112,                0.53385,                 1.2876,                 1.0037,                 1.5299,               0.007129,               0.007129,               0.007129
                    119,                 1.0001,                0.91129,                 1.2809,                0.86781,                0.72244,                0.82206,                0.52809,                 1.2986,                 1.0366,                 1.5466,              0.0071042,              0.0071042,              0.0071042
                    120,                 1.0285,                 0.9183,                 1.2811,                0.82736,                0.74936,                 0.8228,                0.52598,                 1.3352,                 1.0667,                  1.552,              0.0070795,              0.0070795,              0.0070795
                    121,                 1.0088,                0.91849,                 1.2878,                0.84013,                0.72289,                0.82292,                0.52156,                 1.3089,                 1.0441,                  1.543,              0.0070547,              0.0070547,              0.0070547
                    122,                 1.0096,                0.92612,                 1.2878,                0.81992,                0.74175,                0.80783,                0.52153,                 1.2922,                 1.0312,                  1.543,                0.00703,                0.00703,                0.00703
                    123,                 1.0185,                0.91881,                 1.2821,                  0.842,                0.76774,                0.83138,                0.54077,                 1.3041,                0.99645,                 1.5434,              0.0070053,              0.0070053,              0.0070053
                    124,                 1.0051,                0.90475,                 1.2822,                0.83537,                0.73103,                0.81016,                0.51994,                 1.3037,                  1.005,                 1.5526,              0.0069805,              0.0069805,              0.0069805
                    125,                 1.0058,                0.92102,                 1.2753,                0.84768,                0.75934,                0.83945,                0.53158,                  1.311,                0.93743,                 1.5362,              0.0069558,              0.0069558,              0.0069558
                    126,                 0.9997,                0.91505,                 1.2799,                0.83471,                0.73496,                0.81783,                0.52867,                 1.3235,                 1.0387,                 1.5712,               0.006931,               0.006931,               0.006931
                    127,                 1.0004,                0.90088,                  1.271,                0.83284,                0.74404,                0.82783,                0.53744,                 1.2796,                  1.013,                 1.5423,              0.0069063,              0.0069063,              0.0069063
                    128,                 0.9909,                0.88809,                 1.2684,                0.89636,                0.71332,                0.83715,                0.53614,                 1.3203,                 1.0043,                 1.5659,              0.0068815,              0.0068815,              0.0068815
                    129,                0.99337,                 0.8856,                 1.2624,                0.86685,                0.74003,                0.83079,                0.53807,                 1.3161,                 1.0286,                 1.5516,              0.0068568,              0.0068568,              0.0068568
                    130,                0.99941,                 0.9021,                 1.2828,                0.85202,                0.74106,                0.81293,                0.52765,                 1.3427,                 1.0065,                 1.5688,               0.006832,               0.006832,               0.006832
                    131,                0.99681,                0.90833,                 1.2739,                 0.8718,                 0.7438,                0.83465,                0.52202,                 1.3027,                0.97885,                 1.5557,              0.0068073,              0.0068073,              0.0068073
                    132,                0.99311,                0.90622,                 1.2653,                0.84874,                 0.7459,                0.83014,                0.53324,                 1.2993,                0.98536,                 1.5424,              0.0067825,              0.0067825,              0.0067825
                    133,                0.98243,                0.88127,                 1.2648,                0.84931,                0.74035,                0.82152,                0.53239,                 1.3134,                  1.026,                 1.5425,              0.0067577,              0.0067577,              0.0067577
                    134,                0.98341,                0.89128,                 1.2745,                0.86847,                 0.7397,                0.84406,                0.53294,                 1.2962,                 1.0142,                 1.5329,               0.006733,               0.006733,               0.006733
                    135,                  0.991,                0.89467,                 1.2646,                0.86979,                0.74179,                0.83624,                0.52855,                 1.3301,                 1.0472,                 1.5499,              0.0067082,              0.0067082,              0.0067082
                    136,                0.98514,                0.87584,                 1.2554,                0.87273,                0.72628,                0.82981,                0.53472,                 1.2877,                 1.0425,                 1.5239,              0.0066835,              0.0066835,              0.0066835
                    137,                  0.997,                0.89005,                 1.2677,                0.90451,                0.71673,                0.83282,                0.53929,                 1.3129,                 1.0124,                 1.5448,              0.0066587,              0.0066587,              0.0066587
                    138,                0.98034,                0.88659,                 1.2581,                0.87573,                0.73198,                 0.8268,                0.52632,                  1.298,                 1.0317,                 1.5487,               0.006634,               0.006634,               0.006634
                    139,                0.96849,                0.85271,                 1.2494,                0.82775,                0.76838,                0.82992,                0.53926,                 1.2631,                 1.0404,                 1.5199,              0.0066092,              0.0066092,              0.0066092
                    140,                 0.9712,                0.86024,                 1.2566,                0.81133,                0.78137,                0.83735,                0.53638,                 1.2874,                 1.0146,                 1.5532,              0.0065845,              0.0065845,              0.0065845
                    141,                0.97152,                0.86513,                 1.2538,                 0.8788,                0.70952,                0.82207,                0.53502,                 1.2724,                0.99979,                  1.534,              0.0065598,              0.0065598,              0.0065598
                    142,                0.95971,                0.85662,                 1.2365,                0.80949,                0.76644,                0.82005,                0.53163,                 1.2926,                0.96736,                 1.5291,               0.006535,               0.006535,               0.006535
                    143,                0.95516,                0.84442,                 1.2432,                  0.862,                0.73251,                0.82477,                0.52616,                 1.3227,                 1.0196,                 1.5651,              0.0065102,              0.0065102,              0.0065102
                    144,                 0.9662,                0.86975,                 1.2506,                0.86712,                0.72593,                0.82184,                0.52813,                 1.2996,                0.98408,                 1.5423,              0.0064855,              0.0064855,              0.0064855
                    145,                0.95562,                0.86072,                 1.2447,                0.84585,                0.75593,                0.82528,                0.53304,                 1.2659,                0.99099,                 1.5171,              0.0064608,              0.0064608,              0.0064608
                    146,                0.95861,                0.85396,                 1.2379,                0.86682,                0.73365,                0.83271,                0.53822,                 1.2946,                0.97195,                 1.5457,               0.006436,               0.006436,               0.006436
                    147,                0.98273,                0.85293,                 1.2552,                0.82284,                0.76475,                0.83949,                0.53243,                 1.2919,                0.97755,                 1.5446,              0.0064112,              0.0064112,              0.0064112
                    148,                  0.965,                 0.8654,                 1.2559,                0.85531,                 0.7363,                0.82033,                0.53289,                 1.2885,                 1.0113,                  1.521,              0.0063865,              0.0063865,              0.0063865
                    149,                0.97456,                0.85847,                 1.2462,                 0.8768,                0.74832,                0.84289,                0.54773,                 1.2932,                  1.003,                 1.5263,              0.0063618,              0.0063618,              0.0063618
                    150,                0.96436,                0.86461,                 1.2533,                0.81745,                0.77004,                0.83035,                 0.5375,                 1.2877,                 1.0494,                 1.5195,               0.006337,               0.006337,               0.006337
                    151,                0.95219,                0.83273,                 1.2302,                0.86042,                0.74946,                0.83898,                0.54172,                 1.3018,                0.97058,                 1.5437,              0.0063122,              0.0063122,              0.0063122
                    152,                0.95376,                0.82675,                 1.2345,                0.84382,                0.76543,                0.83471,                0.54802,                 1.2969,                0.97896,                 1.5427,              0.0062875,              0.0062875,              0.0062875
                    153,                0.95737,                0.84582,                 1.2433,                0.85064,                 0.7633,                0.83973,                0.54654,                 1.2906,                0.99826,                 1.5457,              0.0062628,              0.0062628,              0.0062628
